predicted_direction,predicted_state_at_horizon,horizon_months,voice,hedged,attributed_to,page_id,source,arm,window,window_kind,cycle,newspaper_title,lccn,date,publisher_state,claim_month,target_month,actual_state,hit,confidence,brier,epu
improve,expansion,6,other,True,"Richard Lindner, AT&T chief financial officer",1933771667,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-23,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,other,True,analysts,1933771667,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-23,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,False,,1933771892,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-23,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,reported_survey,False,,1933771892,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-23,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,,1933771949,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-23,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Kenneth Lieberthal,1933771949,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-23,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,editorial,True,,1933771992,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-26,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,editorial,True,,1933771992,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-26,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,18,quoted_banker_or_economist,False,David W. Tice,1933772024,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-23,,2008-10,2010-04,expansion,False,0.9,0.81,297.1825
improve,expansion,6,quoted_banker_or_economist,True,Tim Kochis,1933772024,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-23,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,editorial,False,,1933772072,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-29,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,editorial,False,,1933772072,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-29,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,editorial,False,Paul Krugman,1933773039,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-08,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
improve,expansion,6,editorial,True,Paul Krugman,1933773039,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-08,,2008-09,2009-03,recession,False,0.7,0.48999999999999994,275.0569
worsen,recession,12,quoted_banker_or_economist,False,UBS analyst,1933773223,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2009-12,expansion,False,0.9,0.81,187.5302
worsen,recession,6,other,True,,1933773274,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
improve,expansion,6,editorial,True,,1933773274,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2009-06,recession,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,editorial,False,,1933773274,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,False,,1933773322,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-09,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
improve,expansion,6,other,True,,1933773322,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-09,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
worsen,recession,24,quoted_banker_or_economist,True,Dr. Stewart,1933773402,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2010-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,12,quoted_banker_or_economist,True,Dr. Stewart,1933773402,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2009-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,24,quoted_banker_or_economist,True,Dr. Stewart,1933773402,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2010-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,reported_survey,False,,1933773462,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-28,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933773672,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-17,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
stable,recession,6,other,True,,1933773672,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-17,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,12,reported_survey,False,IHS Global Insight,1933773672,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-17,,2008-12,2009-12,expansion,False,0.9,0.81,187.5302
worsen,recession,6,quoted_banker_or_economist,False,"Mr. Kono, BNP Paribas economist",1933773865,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-27,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,False,"Mr. Ogasawara, Credit Suisse",1933773865,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-27,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,reported_survey,True,emergency doctors,1933774074,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,reported_survey,False,college of emergency doctors,1933774074,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Mr. Wallison,1933774074,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-09,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
improve,expansion,13,quoted_banker_or_economist,False,Franz Wenzel,1933774252,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-27,,2008-11,2009-12,expansion,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,politician,False,John McCain,1933774564,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-17,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,politician,False,Barack Obama,1933774564,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-17,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,politician,False,John McCain,1933774564,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-17,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,politician,False,Barack Obama,1933774564,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-17,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
improve,expansion,6,quoted_banker_or_economist,False,Benjamin Friedman,1933774756,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-17,,2008-09,2009-03,recession,False,0.9,0.81,275.0569
worsen,recession,6,editorial,False,,1933774756,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-17,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,quoted_banker_or_economist,True,,1933774874,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-04,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
improve,expansion,6,other,True,,1933774874,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-04,,2008-12,2009-06,recession,False,0.7,0.48999999999999994,187.5302
improve,expansion,6,reported_survey,True,Lawrence Yun,1933774953,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-09,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
stable,recession,6,quoted_banker_or_economist,True,Lawrence Yun,1933774953,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-09,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,reported_survey,False,,1933775029,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-27,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,True,Todd Steinberg,1933775057,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,reported_survey,True,,1933775057,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Todd Steinberg,1933775057,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Paul Krugman,1933775090,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-14,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,12,quoted_banker_or_economist,False,Goldman Sachs,1933775090,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-14,,2008-11,2009-11,expansion,False,0.9,0.81,221.9536
worsen,recession,6,editorial,False,,1933775090,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-14,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,editorial,False,,1933775090,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-14,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Pete Nordstrom,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Burt Tansky,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,reported_survey,False,,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,editorial,False,,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Andrew Jassin,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Andrew Jassin,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,editorial,True,,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
stable,recession,6,quoted_banker_or_economist,True,Burt Tansky,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,editorial,True,,1933775132,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,False,industry executives,1933775160,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Johnny Gold,1933775160,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,editorial,False,,1933775160,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,reported_survey,True,experts,1933775160,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Mark Arzoumanian,1933775160,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,True,economists,1933775174,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,12,quoted_banker_or_economist,False,Jared Bernstein,1933775174,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-12,expansion,False,0.9,0.81,187.5302
worsen,recession,6,other,True,,1933775174,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
stable,recession,6,quoted_banker_or_economist,True,Chris Varvares,1933775174,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,False,,1933775301,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,True,,1933775301,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,,1933775301,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
improve,expansion,6,quoted_banker_or_economist,True,Edward E. Learner,1933775301,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
improve,expansion,6,quoted_banker_or_economist,True,Jack McCabe,1933775301,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Stephen S. Roach,1933775387,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-28,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Stephen S. Roach,1933775387,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-28,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,12,quoted_banker_or_economist,True,Stephen S. Roach,1933775387,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-28,,2008-11,2009-11,expansion,False,0.7,0.48999999999999994,221.9536
improve,expansion,6,quoted_banker_or_economist,False,Stephen S. Roach,1933775387,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-28,,2008-11,2009-05,recession,False,0.9,0.81,221.9536
worsen,recession,6,government_official,False,Rick Wagoner,1933775589,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-28,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933775589,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-28,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
stable,recession,6,reported_survey,True,,1933775589,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-28,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Mike Larson,1933775589,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-28,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,20,quoted_banker_or_economist,False,,1933775664,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2010-08,expansion,False,0.9,0.81,187.5302
worsen,recession,6,government_official,False,,1933775664,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,False,,1933775664,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,government_official,False,Mr. Braconi,1933775664,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,1,quoted_banker_or_economist,True,Steven Ricchiuto,1933775721,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-01,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,1,government_official,False,,1933775721,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-01,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,1,quoted_banker_or_economist,True,Joshua Shapiro,1933775721,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-01,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,12,quoted_banker_or_economist,False,Bernard Baumohl,1933775800,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-12,expansion,False,0.9,0.81,187.5302
worsen,recession,12,politician,True,Barack Obama,1933775800,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,other,True,,1933775800,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,editorial,False,,1933775810,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-28,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,reported_survey,True,,1933775945,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,other,True,,1933775945,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-16,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,False,,1933776212,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,12,quoted_banker_or_economist,True,Tetsufumi Yamakawa,1933776212,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Koya Tabata,1933776212,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-12,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,reported_survey,False,,1933776244,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-08,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,True,,1933776262,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-17,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
improve,expansion,6,politician,False,Barack Obama,1933776370,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-27,,2008-11,2009-05,recession,False,0.9,0.81,221.9536
improve,expansion,6,quoted_banker_or_economist,False,Stanford Group,1933776370,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-27,,2008-11,2009-05,recession,False,0.9,0.81,221.9536
worsen,recession,6,reported_survey,False,,1933776740,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,The Economist,1933776744,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
improve,expansion,6,other,False,,1933776745,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-04,recession,False,0.9,0.81,297.1825
worsen,recession,6,editorial,True,,1933776745,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,reported_survey,False,,1933776760,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-05,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
improve,expansion,6,quoted_banker_or_economist,True,,1933776760,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-05,,2008-12,2009-06,recession,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,other,False,DuPont,1933776760,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-05,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,False,Credit Suisse,1933776760,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-05,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,reported_survey,False,,1933776763,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-05,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,editorial,True,,1933776763,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-05,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,12,quoted_banker_or_economist,True,Francisco Blanch,1933776763,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-05,,2008-12,2009-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,reported_survey,False,,1933776828,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,editorial,False,,1933776828,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,True,,1933776828,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,3,quoted_banker_or_economist,False,National Association of State Workforce Agencies,1933776836,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-03,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,1,government_official,True,,1933776836,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-01,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,3,government_official,True,Raymond Filippone,1933776836,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-03,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,12,government_official,True,,1933776836,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,3,editorial,False,,1933776906,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-01,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,12,editorial,True,,1933776906,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-10,expansion,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,editorial,False,,1933776906,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-31,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
improve,expansion,6,quoted_banker_or_economist,False,Mark LaNeve,1933776931,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-06,recession,False,0.9,0.81,187.5302
improve,expansion,6,quoted_banker_or_economist,False,Dean Singleton,1933776931,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-06,recession,False,0.9,0.81,187.5302
worsen,recession,6,reported_survey,False,,1933777025,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,12,reported_survey,True,,1933777025,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-15,,2008-12,2009-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,reported_survey,False,,1933777275,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-06,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Kevin Hassett,1933777394,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-06,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
improve,expansion,24,government_official,False,,1933777394,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-06,,2008-11,2010-11,expansion,True,0.9,0.009999999999999995,221.9536
improve,expansion,24,politician,False,Barack Obama,1933778413,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2010-12,expansion,True,0.9,0.009999999999999995,187.5302
worsen,recession,12,other,False,,1933778413,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-12,expansion,False,0.9,0.81,187.5302
worsen,recession,12,other,True,,1933778413,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Kathleen Miller Prunty,1933778447,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Kathleen Miller Prunty,1933778447,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,reported_survey,True,,1933778458,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,reported_survey,True,,1933778458,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,editorial,True,,1933778458,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,2,other,False,Nancy Adams,1933778498,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-02,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,editorial,False,,1933778629,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-21,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Professor Lawless,1933779839,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-16,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
