quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
"it is forcast that the total revenue this year will reach the record sum of $550,000,000.",other,improve,na,na,6,assertive,unclear,na,national,False,na,/service/ndnp/mdu/batch_mdu_cumberland_ver02/data/sn89060136/00279522321/1930111401/0396.xml,1930-11-14,"the midland journal (rising sun, md.) 1885-1947",full_page,improve,flat,INDPRO,0.0,True,,6.0,stated
"This move in advancing the announcement date, it was felt by Chevrolet officials, would render a distinct contribution to the cause of general business revival by insuring extraordinary activity during two normally dull business rnonms for the 200,000 people throughout United States who depend directly upon Chevrolet for their livehood.",general_business,improve,na,na,6,hedged,official,na,national,True,na,/service/ndnp/mdu/batch_mdu_cumberland_ver02/data/sn89060136/00279522321/1930111401/0396.xml,1930-11-14,"the midland journal (rising sun, md.) 1885-1947",full_page,improve,flat,INDPRO,0.0,True,,6.0,stated
Both government leaders and business men have made no secret of the fast-mounting menace of large-scale unemployment.,employment,worsen,na,up,vague,assertive,unclear,na,national,True,na,/service/ndnp/mdu/batch_mdu_columbine_ver02/data/sn89061521/print/1945092801/0004.xml,1945-09-28,"greenbelt cooperator (greenbelt, md.) 1937-1954",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
"Sen. Couzens of Michigan, formerly partner of Henry Ford, believes that business conditions are getting so bad that great unemployment may be expected during the coming winter.",employment,worsen,na,up,6,hedged,official,Couzens,national,True,na,/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1929112201/0358.xml,1929-11-22,"the organized farmer (red wing, minn.) 1919-1932",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,6.0,stated
People who have lest heavily in this panic will be unable to spend much money during the Christmas season.,general_business,worsen,na,na,6,assertive,journalist,na,national,False,na,/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1929112201/0358.xml,1929-11-22,"the organized farmer (red wing, minn.) 1919-1932",full_page,worsen,worsen,INDPRO,1.0,True,,6.0,stated
Ihis means a reduction in employment all over the industrial map.,employment,worsen,na,up,vague,assertive,journalist,na,national,False,na,/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1929112201/0358.xml,1929-11-22,"the organized farmer (red wing, minn.) 1919-1932",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
"Wage reductions which will have cut the workers’ share of the national wealth by six to 10 billion by next summer are being engineered directly, indirectly and through parttime.",employment,worsen,na,na,12,assertive,journalist,na,national,False,na,/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1930111401/0587.xml,1930-11-14,"the organized farmer (red wing, minn.) 1919-1932",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,stated
"Hunger committees set up by president, governor and mayor promise to become a major factor in helping employers to cut the American standards of living in confirmitv with the bankers’ ultimatum voiced m the nation’s leading financial sheets.",general_business,worsen,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1930111401/0587.xml,1930-11-14,"the organized farmer (red wing, minn.) 1919-1932",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default
"there are “300,000 destitute” —with worse to come.",general_business,worsen,na,na,vague,assertive,journalist,na,regional,False,na,/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1930111401/0587.xml,1930-11-14,"the organized farmer (red wing, minn.) 1919-1932",full_page,worsen,,,,False,scope=regional (not US national),,
"A strike involving 800 employes of the Kelly’s Creek Colleries Co., threatens to spread itself in all the coal camps dotting the West Virginia hills of the Kanawha valley.",employment,worsen,na,na,vague,hedged,journalist,na,regional,False,na,/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1930111401/0587.xml,1930-11-14,"the organized farmer (red wing, minn.) 1919-1932",full_page,up,,,,False,scope=regional (not US national),,
recognition would mean a great financial benefit to both countries.,general_business,improve,na,na,vague,assertive,expert,S. Standwood Menken,national,True,recognition of Soviet Russia,/service/ndnp/mnhi/batch_mnhi_katherine_ver01/data/sn89064422/00542865556/1930111401/0587.xml,1930-11-14,"the organized farmer (red wing, minn.) 1919-1932",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"This move in advancing the announcement date, it was felt by Chevrolet officials, would render a distinct contribution to the cause of general business revival by insuring extraordinary activity during two normally dull business months for the 200,000 people throughout United States who depend directly upon Chevrolet for their livelihood.",general_business,improve,na,na,6,hedged,official,na,national,True,na,/service/ndnp/mnhi/batch_mnhi_judo_ver02/data/sn89064914/00393341452/1930112701/0499.xml,1930-11-27,"askov american (askov, pine county, minn.) 1914-2022",full_page,improve,flat,INDPRO,0.0,True,,6.0,stated
"Business prospects for the fall and winter here are certainly poor, unless a new and unexpected turn of affairs takes place.",general_business,worsen,na,na,6,assertive,journalist,na,regional,False,unless a new and unexpected turn of affairs takes place,/service/ndnp/msar/batch_msar_damask_ver02/data/sn89065008/00199916609/1920092201/1170.xml,1920-09-22,"the commonwealth (greenwood, miss.) 1896-1923",full_page,worsen,,,,False,scope=regional (not US national),,
"'The buying capacity of the peo ple is not lessened, and, on the whole, the business Outlook seems most reassuring.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/mohi/batch_mohi_linus_ver01/data/sn89066129/00294557209/1908011801/0443.xml,1908-01-18,"the laclede blade (laclede, mo.) 1890-1945",full_page,improve,improve,NBER,1.0,True,,12.0,default
"The expectation i that the importation s will increase another S2.iHiO.uuo during the present month and that the total importations for the fiscal year will be at least Sl-l.oou.imu, exceeding by SII.imih.imio the greatest previous importations ever r corded.",other,improve,na,na,6,hedged,journalist,na,national,False,na,/service/ndnp/mohi/batch_mohi_boone_ver01/data/sn89066313/00211109609/1910061701/0552.xml,1910-06-17,"university missourian (columbia, mo.) 1908-1916",full_page,improve,worsen,NBER,0.0,True,,6.0,stated
"it is doubtful that our home spindles will consume as much as 4 million bales froTi' Sept. 1st, 1920 to Sept. 1, 1921.",markets,worsen,na,na,12,hedged,layperson,na,national,False,na,/service/ndnp/mohi/batch_mohi_franklin_ver01/data/sn89066651/0021110949A/1921012001/0980.xml,1921-01-20,"the hayti herald (hayti, mo.) 1908-1922",full_page,worsen,improve,STOCK,0.0,True,,12.0,stated
"it is fair to assume that history will repeat itself, ie., that the cotton acreage will naturally increase materially, due to the supply of labor, and without any regard whatever for the surplus now on hand or that we aie due for perhaps five years of stagnated over-production.",markets,worsen,na,na,vague,hedged,layperson,na,national,False,na,/service/ndnp/mohi/batch_mohi_franklin_ver01/data/sn89066651/0021110949A/1921012001/0980.xml,1921-01-20,"the hayti herald (hayti, mo.) 1908-1922",full_page,worsen,improve,STOCK,0.0,True,,12.0,default
"I'nder bad laws, and the stand pat policy that our Republican governors have forced us to bear, tho growth of better times will be slow for the people, though the trusts and corporations should soon flourish as the green bay tree.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/mohi/batch_mohi_flash_ver02/data/sn89066996/00294556369/1908061901/1033.xml,1908-06-19,"the farmington times (farmington, st. francois county, mo.) 1905-1926",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short
"Canadian Finance Minister Douglas Abbott is convinced that inflation in the land of the maple leaf is a thing of the past, says the Washington, Pa., Observer. He thinks that at least another year of unexcelled prosperity lies ahead.",general_business,improve,stable,na,12,assertive,official,Douglas Abbott,foreign,True,na,/service/ndnp/az/batch_az_chrysocolla_ver01/data/sn89070012/00517019549/1949041401/1031.xml,1949-04-14,"brewery gulch gazette (bisbee, ariz.) 1931-1987",full_page,improve,,,,False,scope=foreign (not US national),,
A leveling off is inevitable but even so the outlook for business for some months ahead is still good.,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/az/batch_az_chrysocolla_ver01/data/sn89070012/00517019549/1949041401/1031.xml,1949-04-14,"brewery gulch gazette (bisbee, ariz.) 1931-1987",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
A general strike on all Polish railroads is expected.,general_business,worsen,na,na,vague,hedged,journalist,na,foreign,False,na,/service/ndnp/txdn/batch_txdn_ferrari_ver02/data/sn89070104/00200296928/1921012101/0043.xml,1921-01-21,"the jewish monitor (fort worth-dallas, tex.) 191?-1921",full_page,worsen,,,,False,scope=foreign (not US national),,
"The auction sales of Shorthorn, Herefords, Jerseys and Holsteins promise even better returns than in the past",prices,improve,up,na,6,hedged,journalist,na,industry,False,na,/service/ndnp/txdn/batch_txdn_ferrari_ver02/data/sn89070104/00200296928/1921021801/0131.xml,1921-02-18,"the jewish monitor (fort worth-dallas, tex.) 191?-1921",full_page,up,,,,False,scope=industry (not US national),,
"Conditions are so shaping themselves that farming will continue to be the haven of opportun ity for ambitious young men, who like agriculture.",employment,improve,na,na,vague,assertive,journalist,na,industry,False,na,/service/ndnp/txdn/batch_txdn_ferrari_ver02/data/sn89070104/00200296928/1921021801/0131.xml,1921-02-18,"the jewish monitor (fort worth-dallas, tex.) 191?-1921",full_page,down,,,,False,scope=industry (not US national),,
"More than $7,000,000,000.00 must j be invested in new farm equipment and improvements within the next decade, economists estimate.",general_business,improve,na,na,vague,assertive,expert,na,industry,True,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1923091201/0832.xml,1923-09-12,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,,,,False,scope=industry (not US national),,
Replacements and improvements spell a return of prosperity for the> implement concerns.,general_business,improve,na,na,vague,assertive,journalist,na,industry,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1923091201/0832.xml,1923-09-12,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,,,,False,scope=industry (not US national),,
Farming unquestionably will be come more profitable with the passr ing of years,general_business,improve,na,na,vague,assertive,journalist,na,industry,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1923091201/0832.xml,1923-09-12,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,,,,False,scope=industry (not US national),,
"Conditions will grow more favor able to agriculture, and this coun try may some day have to import in stead of export .food.",general_business,improve,na,na,vague,hedged,journalist,na,industry,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1923091201/0832.xml,1923-09-12,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,,,,False,scope=industry (not US national),,
"Savings deposits are increasing, and Will act as a stabilizer and insurance against’, extreme depression and distress.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1923091201/0832.xml,1923-09-12,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
A good trade is apparently as sured forttae next three months with an excellent holiday business to top it off.,general_business,improve,na,na,6,hedged,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1923091201/0832.xml,1923-09-12,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,flat,INDPRO,0.0,True,,6.0,stated
"President Hoover has set May fifteenth as the date for the return of prosperity, and every person in America sincerely hopes that his prophecy might come true.",general_business,improve,na,na,vague,assertive,official,Herbert Hoover,national,True,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665945/1930042501/0122.xml,1930-04-25,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"The Grundy tariff law will hurt, not help, American business and American labor.",general_business,worsen,na,na,vague,assertive,expert,W. W. Durbin,national,True,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665945/1930042501/0122.xml,1930-04-25,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default
"Australia, for instance, has been buying about one hundred and fifty millions of dollars worth of goods from us, five times as much as we buy from her, but has now set out to enact a tariff law that will practically prohibit most of our commodities.",markets,worsen,na,na,vague,assertive,expert,W. W. Durbin,national,True,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665945/1930042501/0122.xml,1930-04-25,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,worsen,worsen,STOCK,1.0,True,,12.0,default
During the pres ent year it is estimated that not less than two billion dollars will be expended for this same purpose.,other,improve,na,na,12,hedged,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665945/1930042501/0125.xml,1930-04-25,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,worsen,INDPRO,0.0,True,,12.0,stated
"Ohio milk prices, according to all indications will remain constant I this fall, in most of the leading markets and not have their customary rise.",prices,no_change,stable,na,6,hedged,journalist,na,regional,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665945/1930102401/0229.xml,1930-10-24,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,flat,,,,False,scope=regional (not US national),,
"One of the many reasons why the present business outlook is very hopeful, is that caution prevails in speculation and lending money.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00516993315/1937092301/0407.xml,1937-09-23,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
bringing to busi ness the bright promise of sale* exceeding the record-breaking totals of last year,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00516993315/1937120201/0489.xml,1937-12-02,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
the shortage which confronted late purchas ers in 1936 are not likely to be repeated,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00516993315/1937120201/0489.xml,1937-12-02,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
postal author!* ties are prepared for a deluge of mail greater than that of 1936.,other,improve,na,na,vague,assertive,official,na,national,True,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00516993315/1937120201/0489.xml,1937-12-02,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"Even in the face of a business “recession,"" Christmas, 1937, ap parently will be one of the na tion’s merriest.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00516993315/1937120201/0489.xml,1937-12-02,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
The danger of inflation wili not have passed with the firing of the last shot on the battle fronts.,prices,worsen,up,na,vague,assertive,journalist,Wright A. Patterson,national,True,na,/service/ndnp/ohi/batch_ohi_cedric_ver01/data/sn89075140/00516993352/1945083001/0097.xml,1945-08-30,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,up,up,CPI,1.0,True,,12.0,default
"A show-down between iabor and management is coming, I am sure, before much reconversion can take place, I think it is planned.",general_business,worsen,na,na,vague,assertive,journalist,Paul Mallon,national,True,na,/service/ndnp/ohi/batch_ohi_cedric_ver01/data/sn89075140/00516993352/1945083001/0097.xml,1945-08-30,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default
"With the threat, publicly brandished by CIO leaders for a wave of strikes, the key automobile and other industries which CIO controls can hardly go far with much reconversion, even if the government requires the army to be reasonable and loosen up on men and materials.",general_business,worsen,na,na,vague,hedged,journalist,Paul Mallon,industry,True,CIO strike threat is carried out,/service/ndnp/ohi/batch_ohi_cedric_ver01/data/sn89075140/00516993352/1945083001/0097.xml,1945-08-30,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,worsen,,,,False,scope=industry (not US national),,
"Those prices will not come down until reconversion has proceeded to the point where competition is restored, in both goods and services.",prices,no_change,stable,na,vague,assertive,journalist,Paul Mallon,national,True,reconversion restores competition,/service/ndnp/ohi/batch_ohi_cedric_ver01/data/sn89075140/00516993352/1945083001/0097.xml,1945-08-30,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,flat,up,CPI,0.0,True,,12.0,default
"It is likely that Americans will consume about fifteen per cent more cigarettes in 1965 than this year, according to the Agriculture Department.",other,improve,na,na,vague,hedged,official,na,industry,True,na,/service/ndnp/gu/batch_gu_alicorn_ver02/data/sn89077295/00517010698/1957120701/0038.xml,1957-12-07,"the herald (savannah, georgia) 1945-1997",full_page,improve,,,,False,scope=industry (not US national),,
"But the use of tobacco in making cigarettes may not increase more than five per cent, it said.",other,improve,na,na,vague,hedged,official,na,industry,True,na,/service/ndnp/gu/batch_gu_alicorn_ver02/data/sn89077295/00517010698/1957120701/0038.xml,1957-12-07,"the herald (savannah, georgia) 1945-1997",full_page,improve,,,,False,scope=industry (not US national),,
When the bonds sold now to finance such developments mature the government is more likely to pay a much higher rate.,markets,worsen,up,na,vague,hedged,journalist,Carter Field,national,False,na,/service/ndnp/wa/batch_wa_heron_ver02/data/sn89079026/00414189970/1937100701/0319.xml,1937-10-07,"coulee city dispatch (coulee city, wash.) 19??-19??",full_page,worsen,improve,STOCK,0.0,True,,12.0,default
But the cost of producing electricity from other sources is extremely apt to become less.,prices,improve,down,na,vague,hedged,journalist,Carter Field,industry,False,na,/service/ndnp/wa/batch_wa_heron_ver02/data/sn89079026/00414189970/1937100701/0319.xml,1937-10-07,"coulee city dispatch (coulee city, wash.) 19??-19??",full_page,down,,,,False,scope=industry (not US national),,
"But scientists say it’s coming and will revolutionize the production of power, cutting its cost to a fraction.",prices,improve,down,na,vague,assertive,expert,scientists,industry,True,na,/service/ndnp/wa/batch_wa_heron_ver02/data/sn89079026/00414189970/1937100701/0319.xml,1937-10-07,"coulee city dispatch (coulee city, wash.) 19??-19??",full_page,down,,,,False,scope=industry (not US national),,
"To add another 15 per cent increase to rail freight rates on coal, as now asked for by the railroads, will be suicidal.",general_business,worsen,na,na,vague,assertive,expert,National Coal association officials,industry,True,railroads get a 15 percent rate increase,/service/ndnp/wa/batch_wa_heron_ver02/data/sn89079026/00414189970/1937120201/0368.xml,1937-12-02,"coulee city dispatch (coulee city, wash.) 19??-19??",full_page,worsen,,,,False,scope=industry (not US national),,
"The trees will grow about as well as they do in Haiti, Doctor Kellerman believes.",other,improve,na,na,vague,hedged,expert,Karl F. Kellerman,industry,True,na,/service/ndnp/arhi/batch_arhi_jadeite_ver01/data/sn90050260/00542869926/1930121101/0939.xml,1930-12-11,"the dermott news (dermott, ark.) 1910-1977",full_page,improve,,,,False,scope=industry (not US national),,
That the industrial depression is about over is shown by the resumption of many factories and mills throughout the country.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/arhi/batch_arhi_jupiter_ver01/data/sn90050267/00513688763/1908011301/0234.xml,1908-01-13,"the daily guard (batesville, ark.) 1905-1912",full_page,improve,improve,NBER,1.0,True,,12.0,default
We face a heavy deficit at the close of the fiscal year.,other,worsen,na,na,6,assertive,official,Barthold,national,True,na,/service/ndnp/arhi/batch_arhi_jupiter_ver01/data/sn90050267/00513688763/1908011301/0234.xml,1908-01-13,"the daily guard (batesville, ark.) 1905-1912",full_page,worsen,worsen,NBER,1.0,True,,6.0,stated
Reports from Rogers state that the prospects are bright for a bountiful fruit crop in that section.,other,improve,na,na,vague,hedged,unclear,na,regional,True,na,/service/ndnp/arhi/batch_arhi_jupiter_ver01/data/sn90050267/00513688763/1908031401/0419.xml,1908-03-14,"the daily guard (batesville, ark.) 1905-1912",full_page,improve,,,,False,scope=regional (not US national),,
"The manufacturers state that the business outlook is most discouraging, and that the industry, north and south, is depressed.",general_business,worsen,na,na,vague,hedged,expert,na,industry,True,na,/service/ndnp/arhi/batch_arhi_jupiter_ver01/data/sn90050267/00513688763/1908031401/0419.xml,1908-03-14,"the daily guard (batesville, ark.) 1905-1912",full_page,worsen,,,,False,scope=industry (not US national),,
"Prices did not go up all at once, neither will they come down in a crash.",prices,unclear,stable,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/arhi/batch_arhi_lunar_ver01/data/sn90050268/00513688866/1921011001/0713.xml,1921-01-10,"batesville daily guard (batesville, ark.) 1912-1924",full_page,flat,down,CPI,0.0,True,,6.0,inferred_short
"Prices did not go up all at once, neither will they come down in a crash.",prices,unclear,down,na,vague,assertive,journalist,Jared E. Trevathan,national,False,na,/service/ndnp/arhi/batch_arhi_lunar_ver01/data/sn90050268/00513688866/1921011101/0717.xml,1921-01-11,"batesville daily guard (batesville, ark.) 1912-1924",full_page,down,down,CPI,1.0,True,,6.0,inferred_short
"Now all look forward with confidence to business activity and prosperity, not any longer fearing that drastic deflation will imperil business activities and possibly pro•luce very great business depression for a time.",general_business,improve,na,na,vague,assertive,expert,Holland,national,True,na,/service/ndnp/arhi/batch_arhi_interstellar_ver01/data/sn90050272/00513688714/1920081301/0259.xml,1920-08-13,"batesville guard (batesville, independence co., ark.) 1877-1932",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"Arkansas has 2,920,00 i) act. of cotton planted this year, promising a yield of 183 pounds of lint to the acre, and a total production of 1,120,00') bales, based upon the condition figure of 78 per cent of normal crop on Inly 25th.",other,improve,na,na,vague,assertive,official,Charles S. Bouton and Jim G. Ferguson,regional,True,condition figure of 78 per cent,/service/ndnp/arhi/batch_arhi_interstellar_ver01/data/sn90050272/00513688714/1920081301/0259.xml,1920-08-13,"batesville guard (batesville, independence co., ark.) 1877-1932",full_page,improve,,,,False,scope=regional (not US national),,
"From the poorest prospect in its history in May of this year, the crop has increased by leaps and bounds t its present condition, and forecasts the second best crop in the history of the state.",other,improve,na,na,vague,assertive,official,Charles S. Bouton,regional,True,na,/service/ndnp/arhi/batch_arhi_interstellar_ver01/data/sn90050272/00513688714/1920081301/0259.xml,1920-08-13,"batesville guard (batesville, independence co., ark.) 1877-1932",full_page,improve,,,,False,scope=regional (not US national),,
Judge Gary says a loug period of wonderful prosperity is just ahead of the people of the United States.,general_business,improve,na,na,vague,assertive,expert,Elbert H. Gary,national,True,na,/service/ndnp/cohi/batch_cohi_baldwin_ver01/data/sn90051006/00414214332/1921011101/0748.xml,1921-01-11,"the idaho springs siftings-news (idaho springs, colo.) 1905-19??",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
Banks and financiers generally state that we have passed thru our worst period of depression and are now on the up grade.,general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/cohi/batch_cohi_baldwin_ver01/data/sn90051006/00414214332/1921011101/0748.xml,1921-01-11,"the idaho springs siftings-news (idaho springs, colo.) 1905-19??",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"Judge Gary, head of the United States Steel corporation, the greatest business concern in the world, says we have a long period of wonderful prosperity ahead of us.",general_business,improve,na,na,vague,assertive,expert,Elbert H. Gary,national,True,na,/service/ndnp/cohi/batch_cohi_baldwin_ver01/data/sn90051006/00414214332/1921011101/0748.xml,1921-01-11,"the idaho springs siftings-news (idaho springs, colo.) 1905-19??",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
He was not very favorably impressed with the business outlook in the far west.,general_business,worsen,na,na,vague,hedged,layperson,M. F. Winfree,regional,True,na,/service/ndnp/cohi/batch_cohi_fairplay_ver01/data/sn90051033/00383341115/1908052901/0291.xml,1908-05-29,"the ordway new era (ordway, colo.) 1902-1927",full_page,worsen,,,,False,scope=regional (not US national),,
This will go a long way to tide over the money famine.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/cohi/batch_cohi_ironton_ver01/data/sn90051068/00513680831/1907110901/0228.xml,1907-11-09,"the monte vista journal (monte vista, rio grande county, colo.) 1888-1921",full_page,improve,worsen,NBER,0.0,True,,12.0,default
"To my mind, the future never: seemed more hopeful. I believe the state is entering on era of good times.",general_business,improve,na,na,vague,hedged,official,Edward Keating,regional,True,na,/service/ndnp/cohi/batch_cohi_ironton_ver01/data/sn90051068/00513680855/1913100401/0787.xml,1913-10-04,"the monte vista journal (monte vista, rio grande county, colo.) 1888-1921",full_page,improve,,,,False,scope=regional (not US national),,
Some of the Sugar Trust’s papers have even predicted a return of the distress ing times which followed the panic of '93.,general_business,worsen,na,up,vague,assertive,journalist,na,national,True,tariff revision,/service/ndnp/cohi/batch_cohi_ironton_ver01/data/sn90051068/00513680855/1913100401/0787.xml,1913-10-04,"the monte vista journal (monte vista, rio grande county, colo.) 1888-1921",full_page,worsen,worsen,NBER,1.0,True,,12.0,default
The sugar men know that and while they may bluff for public effect they will not cut off their noses to spite their faces.,prices,no_change,stable,na,vague,assertive,official,John Cross,industry,True,na,/service/ndnp/cohi/batch_cohi_ironton_ver01/data/sn90051068/00513680855/1913100401/0787.xml,1913-10-04,"the monte vista journal (monte vista, rio grande county, colo.) 1888-1921",full_page,flat,,,,False,scope=industry (not US national),,
"Reports from the seal fisheries state that the catoh this year will probably be much smaller than usoal, and a stiff increase in the price of seal skins will likely result.",prices,unclear,up,na,12,hedged,expert,na,industry,True,na,/service/ndnp/cohi/batch_cohi_carson_ver01/data/sn90051356/0051368065A/1908060101/1354.xml,1908-06-01,"the daily tribune (florence, colo.) 1903-19??",full_page,up,,,,False,scope=industry (not US national),,
"There is a feeling of confidence that ‘‘employment day'’' marks the full return of prosperity to St. Louis, and it is likely that the plan followed here will be taken up in many other oities throughout the ocountry.",general_business,improve,na,down,vague,hedged,journalist,na,regional,False,na,/service/ndnp/cohi/batch_cohi_carson_ver01/data/sn90051356/0051368065A/1908060101/1354.xml,1908-06-01,"the daily tribune (florence, colo.) 1903-19??",full_page,improve,,,,False,scope=regional (not US national),,
"as there is no possibility of reducing prices on any of the cards, papers and materials used by printers for months to come, that in fact there will bo some advances over present prices.",prices,worsen,up,na,vague,assertive,expert,na,industry,True,na,/service/ndnp/cohi/batch_cohi_kebler_ver01/data/sn90051672/00383341346/1921010901/0073.xml,1921-01-09,"pueblo chieftain (pueblo, colo.) 1889-current",full_page,up,,,,False,scope=industry (not US national),,
With the return of prosperity. In- dustries will clamor for women work- ers.,employment,improve,na,down,vague,assertive,expert,Mary E. McDowell,national,True,return of prosperity,/service/ndnp/cohi/batch_cohi_kebler_ver01/data/sn90051672/00383341346/1921010901/0073.xml,1921-01-09,"pueblo chieftain (pueblo, colo.) 1889-current",full_page,down,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
And as eastern business experts are unanimously agreed that the period of depression is already nearing an end and that the full tide of prosperity caunot be delayed more than a few weeks,general_business,improve,na,na,6,assertive,expert,na,national,True,na,/service/ndnp/cohi/batch_cohi_kebler_ver01/data/sn90051672/00383341346/1921012901/0330.xml,1921-01-29,"pueblo chieftain (pueblo, colo.) 1889-current",full_page,improve,worsen,INDPRO,0.0,True,,6.0,stated
"The worst of the bofflnc** depression I* over. Henry Ford, the automobile manufacturer. said todn>.",general_business,improve,na,na,vague,assertive,expert,Henry Ford,national,True,na,/service/ndnp/cohi/batch_cohi_kebler_ver01/data/sn90051672/00383341346/1921031001/0835.xml,1921-03-10,"pueblo chieftain (pueblo, colo.) 1889-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
